Score;Summary;Text
5;Simply the Best!;Ever since my wife bought some whole-bean Raven's Brew Deadman's Reach a few years ago from a specialty shop in NYC I've been hooked on all their roasts and varieties.  I've been buying Raven's Brew coffees through their website for years now, and although it's not cheap (especially with shipping from the west coast) it's well worth the price.
5;Best Ever;I love this soda!<br /><br />Best ever.<br /><br />If you're just looking to try ginger beer this is the one to get I've never had any better.
5;Love the taste!;It's just the way I like it, chewy & not too sweet.  I'm gonna try different flavors to see if I like them also.
5;Fontana caramel sauce;Awesome product! Just like you get at Starbucks. Fast and prompt delivery too.
5;Repeat!!!;Bought these wondering how hot they'll be..
5;Delicious and potent!  (Do not use in making home made icrecream - vanillin is a natural agent that increases freezing temp);I did not purchase this item on amazon, but have purchased several bottles at a local Mexican food market.  It's flavor is phenomenal.
5;Smaller ones taste differenet;I agree with the other posters that the smaller size slim Jims taste different (and better) than the longer ones.  The extra large fat ones are the worst, IMHO.
5;Gluten-Free, Vegan;This soup is delicious. Anyone claiming some of the pieces are too hard or gritty are not cooking and stirring it properly.
4;Tired of plain water;These MIO drink mixes allow you to add flavor to your bottled water with no sugar or calories. The thing I like best is that you can customize how much flavor by how much MIO you squirt in.
5;fantastic mix of Popchip goodness;We love Popchips, but they're hard to find at our local grocery stores. I was very excited to find this variety pack, which has 6 flavors (some of which we'd never tried before) in single-serve packages right around 100 calories a piece.
4;Good;This coffee is not bad.  I was looking for a sronger coffee than the breakfast brend Ive been drinking for a while.
5;moderately priced first-class coffee;We have enjoyed the coffee of the brand without recognizing what kind coffee it was at a hotel we stayed before. Now, we recognized the name remembering that it was the one we had  at the hotel room, and purchased it.
5;"BEYOND ""USEFUL"" . . .";..
5;The absolute BEST, BUT.....they're always running out of stock.  Annoying.;I've tried a lot of macadamias and these are, by far, the freshest and best-tasting of them all.  It'll cost you a little more, but it's worth it.
5;Great blend of flavor.;There's not much I can say that hasn't already been said. But when I brewed this coffee I really wasn't expecting to like it at all, seeing as I don't normally like coconut flavored things.
5;Never have seen anything like this!;I could sit and watch this trap work all day. It is amazing how the flies just flock to this bottle and go inside.
1;Horrible Taste;I tried to make cupcakes for my wheat-intolerant mother using this flour blend. I was pretty excited, because my previous GF attempts had involved rice flour, and the cakes would come out quite gritty.
5;wonderful!;"I ordered this because of the price and when it arrived and the box said ""fits MANY keurig brewers"" I was a bit worried.  But the pod fit perfectly in my B70 and the coffee that it made was outstanding."
5;Great;Our dog loves them.  He is 35 lbs and the Regular size is perfect and it seems to help with his teeth.
5;LOVE THESE!;I eat these in salads.  They are pretty plain all by themselves but when you mix them in with a great salad, with a good salad dressing, they really do the trick.
4;Good stuff;"I breastfed through 10 months, but needed something to ""get us through"" until the transition to cow's milk and this worked out well with no gas, fussiness, or constipation.  We had supplemented with <a href=""http://www."
5;The BEST!!!!;Tried the almonds today for the first time.  I'm ordering a case right now.
5;Delectable Pralines;I first tried World Famous Pralines last year at River Street Sweets in Charleston. They were so good I salivated as I anticipated each bite.
5;One of my favorite coffees ever!;I am relatively new to the world of pod coffee, but bought a Bunn My Cafe that I am thrilled with because it brews at the right temperature, easily, and with no ecological waste.  One of the fun aspects of all this is trying out all sorts of coffee pods made by different companies.
5;yummy snacks;the sahale snacks are fantastic.<br />delicious alone or add them to a salad.
5;I Love Frontier;The Frontier Celery Seed Whole, 16 Ounce Bags (Pack of 3), that I purchased directly from Amazon, is without impurities.  The seeds smell divine and taste even better.
5;Newman's Own;Received this very quickly.  It was securely packed.
5;Good Value;I purchase this product for the office. The clients like it and it is not too over-powering.
5;Fantastic Low Carb Pasta! Highly Recommended;This great tasting pasta is a diabetic's Godsend! Being a Type 2 Diabetic, I am always looking for ways to reduce my carb intake. Up till now that has meant avoiding pasta completely since a single serving of normal pasta has about 35 - 40 carbs.
5;The Delicious Alternative to Coffee;Over the past two years, this has become my favorite morning drink.  I have had gut issues in the past that were exacerbated by the acid in coffee.
5;Yummmm;I use it on popcorn, fries salad, eggs soups etc. I love it! I have not had one bad experience with this yet.
5;Great Hot Cocoa!;My family loves all three flavors. The dark chocolate is my favorite.
3;My cats LOVE this Paw Licking Chicken! But BEWARE of  the fish flavor's of Weruva that contain Menadione;My cats beg for Weruva Paw Lickin Chicken and they didn't beg for their other food which was more expensive.<br />I noticed their coat became shinier and softer after I began to feed them this food.
5;Delicious;This is great butter chicken curry.  I usually marinate the chicken in a package (maybe add some yogurt) for an hour or two and then just add the water as it calls for.
5;why its at aisian markets;the reason this is at asian markets is because it is used in making Thai iced coffee.  find an authentic asian resturant (the SE asians learned french cookery) and order it but ask first if they use cafe dumonde.
3;would not buy again;This coffee has a bitter aftertaste to it and was very diluted on the 8 oz setting.  Not sure why this got so many good review but tastes like cheap coffee.
5;Very Good!;This decaf cappuccino tastes just like the caffeinated stuff. I live in a small town and was unable to find decaf cappuccino anywhere.
1;Grove Square Cappuchino;I found that Grove Square French Vanilla Cappuchino did not have any pleasant French vanilla or coffee smell. The taste was somewhat medicinal with a bitter aftertaste.
4;Good;My dog likes thse alot..
5;Lots of flavor;For the price, this one has it.  I've been drinking this for a long time and the only one I see coming close on the vanilla is the Coffeemasters brand.
